,Handle,Title,Type,description,craft,fabric,color,Product Types,Description
383,naba-kurta-set-peach,Naba Kurta Set,Kurta Set,"Introducing our exquisite Peach Handwoven Silk Tissue Short Kalidar Kurta Set, a perfect blend of elegance and charm. The kalidar kurta is meticulously crafted from hand-woven tissue fabric in a beautiful peach hue. Adorned with intricate hand-embroidered bootis using the aari technique, enhanced with sequins and cut dana, this ensemble exudes grace and sophistication. Paired with a blue Banarasi cotton brocade salwar and a matching blue cotton tissue dupatta, this set creates a stunning contrast. Elevate your style and make a statement with this intricately embellished kurta set, perfect for any special occasion.","Aari Embroidery, Sequin Embroidery","Silk, Tissue, Banarasi, Cotton","Peach, Blue",Kurta Set,"The dress is a light beige, knee-length kurta with intricate floral embroidery on the upper bodice and sleeves, paired with striped light blue pants and a light blue dupatta with a peach border.
"
384,safa-kurta-set-yellow,Safa Kurta Set,Kurta Set,"Introducing our stunning Gold Yellow Silk Tissue Short Kalidar Kurta Set, a perfect blend of elegance and sophistication. The short kalidar kurta is crafted from delicate gold yellow silk tissue fabric and adorned with intricate hand embroidery using the aari technique. The bootis are embellished with sequins and cut dana, adding a touch of glamour. Paired with a beige Banarasi brocade straight pant and an off-white tissue dupatta, this ensemble exudes grace and charm. Step into any occasion and make a statement with this meticulously hand-embroidered kurta set.","Aari Embroidery, Sequin Embroidery","Silk, Tissue, Banarasi","Yellow, Gold, Beige, White",Kurta Set,"The dress is a golden-hued, long-sleeved kurta with intricate floral embroidery around the neckline and scattered throughout the bodice, paired with matching golden patterned pants and a light cream-colored dupatta with delicate embroidery and a golden border.
"
385,zohra-kurta-set-blue,Zohra Kurta Set,Kurta Set,"Introducing our exquisite Blue and Silver Handwoven Silk Tissue Straight Kurta Set, a stunning ensemble that effortlessly combines elegance and glamour. The straight kurta is adorned with intricate hand embroidery featuring dori, dabka, pearls, and sequins, showcasing the skillful craftsmanship. Paired with peach Banarasi brocade straight pants, the contrasting colours create a captivating look. The shaded tissue dupatta adds a touch of grace and completes the ensemble perfectly. Step into any special occasion with confidence, as this hand-embroidered kurta set is sure to turn heads and make you shine.","Dori Embroidery, Pearl Work, Sequin Embroidery, Dabka Work, Thread Embroidery","Silk, Tissue, Banarasi","Blue, Silver, Peach",Kurta Set,"The dress is a light blue and beige salwar kameez with intricate gold embroidery around the neckline, center panel, cuffs, and hem, featuring a V-neckline and a matching dupatta with a blue-to-white ombre effect and gold embroidered border.
"
386,saira-kurta-set-green,Saira Kurta Set,Kurta Set,"Introducing our elegant Green Handwoven Silk Tissue Straight Kurta Set, a perfect combination of style and craftsmanship. The kurta is intricately hand embroidered with silk threads and zari, adding a touch of opulence to its green hue. Paired with multicoloured Banarasi brocade straight pants, this set exudes a vibrant and contemporary charm. The green tissue dupatta with scalloped edges completes the ensemble, adding an extra element of grace. Step into any occasion with confidence, as this handcrafted kurta set showcases the beauty of traditional artistry and modern design.","Gara Embroidery, Zari Work, Thread Embroidery","Silk, Tissue, Banarasi",Green,Kurta Set,"The dress is a light green, possibly silk, salwar kameez with a V-neckline, featuring intricate floral embroidery in shades of green and pink along the neckline, center panel, hem, and sleeve cuffs, and it includes a matching dupatta with a scalloped edge and delicate floral embroidery.
"
387,shayla-lehenga-set-multi-coloured,Shayla Lehenga Set,Lehenga Set,"Introducing our vibrant Colour Blocked Handwoven Silk Tissue Lehenga Set, a captivating ensemble that embodies the perfect blend of colours and craftsmanship. The lehenga features intricate hand embroidery with zardoz, dori, and floral booti patchwork, adding a touch of elegance and charm. Paired with a pink handwoven tissue blouse and a striped linen dupatta, this set creates a visually stunning and harmonious combination. Crafted with utmost care and attention to detail, this ensemble is a true testament to traditional artistry and contemporary design. Elevate your style and make a statement at any special occasion with this exquisite lehenga set.","Dori Embroidery, Zardozi Embroidery, Thread Embroidery","Silk, Tissue, Linen",Pink,Lehenga Set,"The dress is a light-colored lehenga choli with a V-neck blouse featuring short sleeves and intricate embroidery along the neckline and sleeves, a matching dupatta with similar embroidery draped over the shoulder, and a flared skirt with horizontal bands of light green and lavender, each adorned with detailed golden embroidery patterns.
"
388,hannah-lehenga-set-yellow-gold,Hannah Lehenga Set,Lehenga Set,"Introducing our stunning Yellow Gold Handwoven Silk Tissue Lehenga and Blouse Set, meticulously handcrafted with intricate hand embroidery. The mesmerizing yellow gold hue and luxurious silk tissue fabric exude opulence and grace. Complete with a beige handwoven Banarasi dupatta, this ensemble captures attention with its enchanting allure. Crafted with precision and attention to detail, it's perfect for those seeking a timeless regal look. Whether it's a wedding, festive celebration, or special occasion, feel like royalty in this epitome of grace and sophistication.","Applique Work, Thread Embroidery","Silk, Tissue, Banarasi","Yellow, Gold, Beige",Lehenga Set,"The dress is a golden lehenga with intricate white floral embroidery at the bottom, paired with a cream-colored dupatta featuring golden embellishments and a golden border, the top is a sleeveless cream colored top with golden embellishments.
"
389,kyda-lehenga-set-silver,Kyda Lehenga Set,Lehenga Set,"Introducing our exquisite Silver Handwoven Silk Tissue Lehenga, meticulously handcrafted with utmost care and attention to detail. The lotus-shaped thread embroidery and shimmering sequins add sophistication and charm. Skillful hand and machine embroidery bring opulence and durability. Complemented by a ravishing georgette lurex crop top, this ensemble exudes glamour and grace. Crafted with the finest materials, it's a true masterpiece for unforgettable moments.","Thread Embroidery, Sequin Embroidery","Silk, Tissue, Georgette",Silver,Lehenga Set,"The dress features a cream-colored, pleated V-neck top with short, wide sleeves and a colorful band at the midriff, paired with a long, flowing skirt in a similar cream hue, adorned with intricate floral embroidery and embellishments, including lotus flower designs in shades of pink, green, and gold, extending from the hemline upwards.
"
390,test-product,Test Product,Lehenga Set,"Introducing our exquisite Off-White Mulmul Cotton Coordinate Set, a perfect blend of comfort and style. The short kurta and trousers in this set have been adorned with stunning gold and silver patchwork embroidery, adding a touch of elegance. Crafted with care, this ensemble is made from soft and breathable mulmul cotton fabric, ensuring utmost comfort. The set comes with a comfortable inner for a seamless fit. Embrace the beauty and simplicity of this off-white mulmul cotton coordinate set and make a fashion statement with ease and grace.

This handwoven ensemble showcases unique charm and character with slight irregularities in pattern, colour, or texture, celebrating the craftsmanship and individuality of each piece. Embrace these variations as part of the product's story, crafted with care and attention to detail.","Applique Work, Zari Work, Thread Embroidery","Mulmul, Cotton","White, Gold, Silver",Lehenga Set,"The dress is a light beige two-piece set featuring a tunic-style top with long sleeves, a V-neckline with a tie closure adorned with tassels, and delicate floral embroidery on the front and cuffs, paired with matching wide-leg pants that have a subtle geometric pattern throughout.
"
391,isra-kaftan-set-offwhite,Isra Kaftan Set,Kaftan Set,A hand woven pure chanderi kaftan and straight pants set in an off-white colour. Both intricately and beautifully accentuated with silk thread floral motif patchwork.,Applique,Chanderi,White,Kaftan Set,"The dress is a white, semi-sheer kaftan-style top with a V-neckline and matching straight-leg pants, both adorned with pink floral embroidery and delicate yellow floral accents, finished with a pink trim along the edges of the top and pants.
"
392,isra-kaftan-set-blue,Isra Kaftan Set,Kaftan Set,A hand woven pure chanderi kaftan and straight pants set in a beautiful blue colour. Both intricately and beautifully accentuated with silk thread floral motif patchwork.,Applique,Chanderi,Blue,Kaftan Set,"The dress is a light blue two-piece set featuring a tunic top with a V-neckline and matching pants, adorned with white floral embroidery and small pink floral accents, finished with a white trim along the edges.
"
393,hanan-kurta-set-green,Hanan Kurta Set,Kurta Set,"An effervescent green suit set in hand woven pure chanderi fabric. The set consists of an A-line kurta, straight pants and a dupatta. All beautifully adorned with embroidered silk thread floral motifs using aari-work technique. It’s an elegant wear for any occasion.","Aari Embroidery, Thread Embroidery",Chanderi,Green,Kurta Set,"The dress is a light green salwar suit with white floral embroidery, featuring a kurta with three-quarter sleeves and a scalloped hem on the pants, complemented by a matching dupatta with a delicate white trim.
"
394,hanan-kurta-set-beige,Hanan Kurta Set,Kurta Set,"A beige suit set in hand woven pure chanderi fabric. The set consists of an A-line kurta, straight pants and a dupatta. All beautifully adorned with embroidered silk thread floral motifs using aari-work technique. It’s an elegant wear for any occasion.","Aari Embroidery, Thread Embroidery",Chanderi,Beige,Kurta Set,"The dress is a light beige salwar kameez with yellow floral embroidery, featuring a long-sleeved kurta and matching salwar pants, complemented by a dupatta with similar embroidery and a decorative border.
"
395,fairoz-kurta-set-yellow,Fairoz Kurta Set,Kurta Set,This set comprises of a hand woven pure chanderi short kurta and a pair of flared pants in yellow. Both accentuated with dori thread-work embroidery.,"Dori Embroidery, Thread Embroidery",Chanderi,Yellow,Kurta Set,"The dress is a mustard-yellow two-piece outfit consisting of a tunic and wide-legged pants, both adorned with a teal floral print; the tunic features a V-neck with button-down detailing and three-quarter sleeves, while the pants have a matching floral design at the hem.
"
396,fairoz-kurta-set-blue,Fairoz Kurta Set,Kurta Set,This set comprises of a hand woven pure chanderi short kurta and a pair of flared pants in beautiful blue. Both accentuated with dori thread-work embroidery.,"Dori Embroidery, Thread Embroidery",Chanderi,Blue,Kurta Set,"The dress is a two-piece set in a light blue color, featuring a tunic with a mandarin collar, a partial button-down placket with small round buttons, three-quarter sleeves with beaded trim, and white floral embroidery scattered throughout the tunic, the bottom is a wide-legged palazzo pant with matching white floral embroidery along the hem.
"
397,daria-kurta-set-yellow,Daria Kurta Set,Kurta Set,"A sunshine yellow A-line suit set in hand woven pure chanderi fabric. The set consists of a kurta, straight pants and a dupatta. All beautifully adorned with embroidered silk thread floral motifs using the dori and cut-work technique. It’s an elegant wear for any occasion.","Cut Work, Thread Embroidery, Dori Embroidery",Chanderi,Yellow,Kurta Set,"The dress is a mustard yellow kurta set featuring a V-neckline, three-quarter sleeves with floral cutwork at the cuffs, and floral embroidery in shades of pink and white throughout the kurta, the set includes matching pants with similar floral cutwork at the hem and a dupatta with floral embroidery along the borders.
"
398,daria-kurta-set-pink,Daria Kurta Set,Kurta Set,"A pretty pink A-line suit set in hand woven pure chanderi fabric. The set consists of a kurta, straight pants and a dupatta. All beautifully adorned with embroidered silk thread floral motifs using the dori and cut-work technique. It’s an elegant wear for any occasion.","Cut Work, Thread Embroidery, Dori Embroidery",Chanderi,Pink,Kurta Set,"The dress is a light pink salwar kameez with a matching dupatta, featuring intricate floral embroidery in white and yellow, the embroidery is concentrated on the front of the kameez and extends down the length, the edges of the kameez, sleeves, pants, and dupatta are adorned with a decorative floral cutwork border in white and yellow.
"
399,amal-co-ordinate-set-pink,Amal Co-Ordinate Set,Co-Ordinate Set,"A pretty pink co-ordinate set in hand woven pure chanderi fabric. It has been accentuated with cut-work floral motifs using lush multi-coloured silk threads. The set consists of a short kurta, a bustier and a pair of straight pants.",Cut Work,Chanderi,Pink,Co-ordinate Set,"The dress is a three-piece set in a light pink hue, featuring a short top, a tunic with three-quarter sleeves, and straight-leg pants, all adorned with delicate floral embroidery in shades of blue and gold, with the tunic and pants showcasing a scattered floral pattern and the tunic's neckline and sleeve edges embellished with a decorative border.
"
400,amal-co-ordinate-set-offwhite,Amal Co-Ordinate Set,Co-Ordinate Set,"An off-white co-ordinate set in hand woven pure chanderi fabric. It has been accentuated with cut-work floral motifs using lush multi-coloured silk threads. The set consists of a short kurta, a bustier and a pair of straight pants.",Cut Work,Chanderi,White,Co-ordinate Set,"The dress is a white kurta set with a square neckline, adorned with pink and gold floral embroidery along the neckline and sleeve edges, the kurta has three-quarter sleeves and a subtle floral pattern throughout, paired with matching pants featuring a similar pink and green floral design.
"
401,zimal-kaftan-set-yellow,Zimal Kaftan Set,Kaftan Set,A hand woven pure chanderi double layered kaftan in sunshine yellow and beige colours. Intricately and beautifully accentuated with silk thread floral motifs. It has been teamed with a pair of matching straight pants.,Thread Embroidery,Chanderi,"Yellow, Beige",Kaftan Set,"The ensemble features a mustard yellow tunic with a split neckline, adorned with intricate floral embroidery in shades of pink and white around the neckline and cuffs, paired with matching mustard yellow straight-leg pants and a sheer white underlay peeking from beneath the tunic.
"
402,zimal-kaftan-set-green,Zimal Kaftan Set,Kaftan Set,A hand woven pure chanderi double layered kaftan in an effervescent green and blue colours. Intricately and beautifully accentuated with silk thread floral motifs. It has been teamed with a pair of matching straight pants.,Thread Embroidery,Chanderi,"Green, Blue",Kaftan Set,"The dress is a light green kurta with three-quarter sleeves, featuring floral embroidery in shades of pink, green, and light blue around the neckline and sleeve cuffs, paired with a blue inner layer that peeks out at the bottom, and matching light green pants.
"
403,umaiza-kurta-set-pink,Umaiza Kurta Set,Kurta Set,"A pretty pink A-line suit set in hand woven pure chanderi fabric. The set consists of a kurta, straight pants and a dupatta. All beautifully adorned with embroidered floral motifs using the dori thread-work and gara embroidery technique. It’s an elegant wear for any occasion.","Dori Embroidery, Gara Embroidery",Chanderi,Pink,Kurta Set,"The dress is a light pink salwar kameez with a matching dupatta, featuring delicate white floral embroidery scattered across the kurta and dupatta, and a more elaborate embroidered border at the hem of the kurta and the ends of the salwar, the dupatta has a thin gold border.
"
404,umaiza-kurta-set-blue,Umaiza Kurta Set,Kurta Set,"A blue A-line suit set in hand woven pure chanderi fabric. The set consists of a kurta, straight pants and a dupatta. All beautifully adorned with embroidered floral motifs using the dori thread-work and gara embroidery technique. It’s an elegant wear for any occasion.","Dori Embroidery, Gara Embroidery",Chanderi,Blue,Kurta Set,
405,sabi-co-ordinate-set-green,Sabi Co-Ordinate Set,Co-Ordinate Set,An effervescent green co-ordinate set in hand woven pure chanderi fabric accentuated with intricate silk thread floral motifs. The set consists of an embroidered pleated shirt and a pair of culottes.,Thread Embroidery,Chanderi,Green,Co-ordinate Set,"The dress is a light green, collared, button-down top with three-quarter sleeves and matching cropped pants, adorned with a floral pattern featuring blue, pink, and brown flowers and green leaves.
"
406,sabi-co-ordinate-set-pink,Sabi Co-Ordinate Set,Co-Ordinate Set,A pretty pink co-ordinate set in hand woven pure chanderi fabric accentuated with intricate silk thread floral motifs. The set consists of an embroidered pleated shirt and a pair of culottes.,Thread Embroidery,Chanderi,Pink,Co-ordinate Set,
407,aima-kurta-set-beige,Aima Kurta Set,Kurta Set,"A beige A-line suit set in hand woven pure chanderi fabric. The set consists of a kurta, Pakistani pants and a dupatta. All beautifully adorned with embroidered floral motifs that have been cut and patched on to the fabric. It’s an elegant wear for any occasion.","Applique Work, Cut Work",Chanderi,Beige,Kurta Set,"The dress is a light peach-colored salwar kameez with a scalloped edge and floral embroidery in white, pink, and blue with green leaves, the dupatta is of the same color with scalloped edges and floral embroidery and has tassels.
"
408,aima-kurta-set-offwhite,Aima Kurta Set,Kurta Set,"An off-white A-line suit set in hand woven pure chanderi fabric. The set consists of a kurta, Pakistani pants and a dupatta. All beautifully adorned with embroidered floral motifs that have been cut and patched on to the fabric. It’s an elegant wear for any occasion.","Applique Work, Cut Work",Chanderi,White,Kurta Set,"The dress is a light cream-colored salwar kameez suit with floral embroidery in pastel shades of pink, yellow, and blue, featuring a straight-cut kurta with full sleeves detailed with lace at the cuffs, matching straight pants with embroidered hems, and a light beige dupatta with fringed edges.
"
409,ifza-co-ordinate-set-yellow,Ifza Co-Ordinate Set,Co-Ordinate Set,A sunshine yellow co-ordinate set in hand woven pure chanderi fabric with a beautiful cut-work embroidery jaal. The set consists of a shirt and a pair of pants. Its sleeveless shirt has long collars which can be tied up in an interesting bow knot.,Cut Work,Chanderi,Yellow,Co-ordinate Set,"The dress is a yellow two-piece outfit consisting of a sleeveless top with a large bow at the neck, decorative cutouts along the shoulders and hem, and button-down closure, paired with matching yellow pants featuring similar decorative cutouts at the hem.
"
410,ifza-co-ordinate-set-offwhite,Ifza Co-Ordinate Set,Co-Ordinate Set,An off-white co-ordinate set in hand woven pure chanderi fabric with a beautiful cut-work embroidery jaal. The set consists of a shirt and a pair of pants. Its sleeveless shirt has long collars which can be tied up in an interesting bow knot.,Cut Work,Chanderi,White,Co-ordinate Set,"The dress is a sleeveless, off-white, semi-sheer top with intricate floral and geometric cutwork detailing around the shoulders and hem, featuring a long, flowing tie at the neck, paired with matching off-white pants that have similar cutwork detailing at the cuffs.
"
411,saanjh-co-ordinate-set-black,Saanjh Co-Ordinate Set,Co-Ordinate Set,A black co-ordinate set comprising of a shirt and a pair of pants. Adorned with beautifully embroidered silk floral bootis.,Gara Embroidery,Munga,Black,Co-ordinate Set,"The dress is a black, collared, button-down shirt with long sleeves and floral embroidery at the cuffs, paired with matching black cropped pants.
"
412,kaya-kaftan-set-blue,Kaya Kaftan Set,Kaftan Set,A finely embroidered silk kaftan in blue colour paired with a matching crepe churidar.,Zardozi Embroidery,"Silk, Crepe",Blue,Kaftan Set,"The dress is a flowing, dark blue kaftan-style garment with a V-neckline and wide, long sleeves, featuring intricate floral embroidery in shades of pink, orange, and green along the neckline and sleeve cuffs, the fabric has a subtle sheen and drapes elegantly.
"
413,vachi-trouser-top-beige,Vachi Tunic Set,Tunic Set,A beige silk shirt co-ordinated with a wine raw silk trouser. Both finely embroidered with silk threads.,Thread Embroidery,"Raw Silk, Silk",Beige,Tunic Set,"The outfit features a beige button-down top with a collared neckline, long sleeves with floral embroidery on the cuffs and sleeves, and a gathered hemline with floral detailing, paired with maroon pants that have a straight leg cut and are adorned with floral embroidery at the bottom.
"
414,vachi-trouser-top-green,Vachi Tunic Set,Tunic Set,A green silk shirt co-ordinated with a beige raw silk trouser. Both finely embroidered with silk threads.,Thread Embroidery,"Raw Silk, Silk","Green, Beige",Tunic Set,"The ensemble features a green, collared, button-down top with long sleeves adorned with floral embroidery at the cuffs, the hemline is embellished with a floral and leaf border, paired with light brown pants that have floral embroidery near the ankles.
"
415,dhara-anarkali-set-mustard,Dhara Anarkali Set,Anarkali Set,This is a mustard silk short anarkali with a churidar and a silk dupatta. All finely embroidered with silk threads and sequins.,"Thread Embroidery, Sequin Embroidery","Silk, Crepe",Yellow,Anarkali Set,"The dress is a mustard yellow Anarkali-style kurta with long sleeves, featuring a V-neckline with a maroon floral embroidered panel, delicate scattered embellishments throughout, and a matching dupatta with a scalloped edge and floral embroidery at the hem, paired with fitted mustard yellow pants.
"
416,dhara-anarkali-set-green,Dhara Anarkali Set,Anarkali Set,This is a green silk short anarkali with a churidar and a silk dupatta. All finely embroidered with silk threads and sequins.,"Thread Embroidery, Sequin Embroidery","Silk, Crepe",Green,Anarkali Set,"The dress is a green Anarkali-style kurta with a red yoke featuring floral embroidery in pink, blue, and white, the kurta has long sleeves and a flared silhouette with small floral motifs scattered throughout, and it is paired with matching green churidar pants and a dupatta with a scalloped edge and floral embroidery.
"
417,navya-kaftan-set-blue,Navya Kaftan Set,Kaftan Set,This is a blue tussar georgette kaftan with a crepe churidar. Adorned with beautiful silk and zari floral bootis embroidered using aari technique.,"Thread Embroidery, Zari Work","Tussar, Georgette, Crepe",Blue,Kaftan Set,"The dress is a flowing, dark blue kaftan-style garment with wide sleeves, featuring intricate floral embroidery in shades of pink, red, green, and white around the neckline, down the front, on the sleeves, and along the hem, with a decorative border pattern along the edges.
"
418,navya-kaftan-set-beige,Navya Kaftan Set,Kaftan Set,This is a beige tussar georgette kaftan with a crepe churidar. Adorned with beautiful silk and zari floral bootis embroidered using aari technique.,"Thread Embroidery, Zari Work","Tussar, Georgette, Crepe",Beige,Kaftan Set,"The dress is a light brown, kaftan-style tunic with a V-neckline, featuring intricate floral embroidery in shades of pink, green, and white around the neckline, sleeves, and hem, and it has a matching fabric belt tied at the waist.
"
419,aarunya-kurta-set-mustard,Aarunya Kurta Set,Kurta Set,This is a mustard tussar georgette kalidar kurta with a salwar and an organza dupatta. All finely embroidered with silk threads and sequins.,Gara Embroidery,"Tussar, Georgette, Organza",Yellow,Kurta Set,"The dress is a mustard-yellow three-piece suit featuring a long-sleeved tunic with a pleated front and floral embroidery, matching pants with similar floral embroidery, and a sheer dupatta with delicate floral details and tassel trim.
"
420,aarunya-kurta-set-wine,Aarunya Kurta Set,Kurta Set,This is a wine tussar georgette kalidar kurta with a salwar and an organza dupatta. All finely embroidered with silk threads and sequins.,Gara Embroidery,"Tussar, Georgette, Organza",Purple,Kurta Set,"The dress is a maroon-colored salwar kameez suit with a kurta featuring vertical pleats on the upper bodice and floral embroidery around the neckline and scattered throughout, paired with matching salwar pants adorned with floral motifs, and a sheer dupatta with floral embroidery along the edges and tassel details.
"
421,chandra-co-ordinate-set-black,Chandra Co-Ordinate Set,Co-Ordinate Set,This is a black tussar georgette set comprising of a short kurta and a pair of pants. All finely embroidered with silk threads and sequins.,Gara Embroidery,Munga,Black,Co-ordinate Set,
422,chandra-co-ordinate-set-blue,Chandra Co-Ordinate Set,Co-Ordinate Set,This is a blue tussar georgette set comprising of a short kurta and a pair of pants. All finely embroidered with silk threads and sequins.,Gara Embroidery,Munga,Blue,Co-ordinate Set,"The dress is a navy blue two-piece set featuring a tunic-style top with three-quarter sleeves and straight-leg pants, both adorned with intricate floral embroidery in shades of pink, blue, and gold, with the top having a scalloped edge outlined in orange and gold embroidery around the neckline and front panel.
"
423,ardita-kurta-set-mustard,Ardita Kurta Set,Kurta Set,This is a mustard tussar georgette kurta with a pair of crepe churidars and an organza dupatta. All finely embroidered with silk threads.,Gara Embroidery,"Munga, Crepe, Organza",Yellow,Kurta Set,"The dress is a mustard yellow salwar suit with a V-neckline detailed with red and gold embroidery, long sleeves adorned with floral embroidery in shades of red, pink, and silver, small floral motifs scattered across the bodice, and a hemline featuring intricate embroidery with red and gold accents, accompanied by a matching dupatta with tassel details.
"
424,ardita-kurta-set-red,Ardita Kurta Set,Kurta Set,This is a red tussar georgette kurta with a pair of crepe churidars and an organza dupatta. All finely embroidered with silk threads.,Gara Embroidery,"Munga, Crepe, Organza",Red,Kurta Set,
425,shambhavi-kurta-set-green,Shambhavi Kurta Set,Kurta Set,This is a green tussar georgette kalidar kurta with a matching crepe churidar and a contrasting colour silk dupatta. The set is adorned with beautiful floral bootis embroidered using aari technique.,Uncategorized,"Munga, Crepe, Silk",Green,Kurta Set,"The dress is an olive green A-line kurta with a V-neckline, featuring floral embroidery in shades of pink, white, and green around the neckline, chest, and cuffs, with additional floral details near the hem.
"
426,shambhavi-kurta-set-beige,Shambhavi Kurta Set,Kurta Set,This is a beige tussar georgette kalidar kurta with a matching crepe churidar and a contrasting colour silk dupatta. The set is adorned with beautiful floral bootis embroidered using aari technique.,Uncategorized,"Munga, Crepe, Silk",Beige,Kurta Set,"The dress is a light brown, long-sleeved kurta with floral embroidery in shades of pink, red, and green, paired with a bright red dupatta featuring delicate floral embroidery along the edges and scattered throughout.
"
427,kaya-kaftan-set-wine,Kaya Kaftan Set,Kaftan Set,A finely embroidered silk kaftan in wine colour paired with a matching crepe churidar.,Zardozi Embroidery,"Silk, Crepe",Purple,Kaftan Set,"The dress is a maroon-colored, draped kaftan-style garment with a V-neckline, featuring floral embroidery with gold thread detailing along the neckline and sleeve cuffs, and it is paired with matching maroon pants.
"
428,ina-kurta-set-black,Ina Kurta Set,Kurta Set,This is a black tussar georgette kurta with a pair of straight pants and an organza dupatta.,Thread Embroidery,"Tussar, Georgette, Organza",Black,Kurta Set,"The dress is a black salwar kameez with intricate floral embroidery around the V-neckline, the edges of the sleeves, and the hem of the tunic, complemented by a sheer black dupatta with similar embroidered details along its borders and scattered floral motifs.
"
429,ina-kurta-set-red,Ina Kurta Set,Kurta Set,This is a red tussar georgette kurta with a pair of straight pants and an organza dupatta.,Thread Embroidery,"Tussar, Georgette, Organza",Red,Kurta Set,
430,niva-kurta-set-green,Niva Kurta Set,Kurta Set,This is a green silk kurta with a pair of matching trousers and a contrasting wine colour dupatta. All finely embroidered with silk threads and zari.,"Dori Embroidery, Zari Work",Silk,Green,Kurta Set,"The dress is a green salwar kameez with gold embroidery, featuring a V-neckline, long sleeves, and a straight cut, adorned with paisley and floral motifs along the neckline, front panel, and hem, complemented by a maroon dupatta with scalloped edges and matching embroidery.
"
431,niva-kurta-set-wine,Niva Kurta Set,Kurta Set,This is a wine silk kurta with a pair of matching trousers and a contrasting yellow colour dupatta. All finely embroidered with silk threads and zari.,"Dori Embroidery, Zari Work",Silk,Purple,Kurta Set,"The dress is a maroon kurta with silver embroidery around the neckline and down the front, featuring long sleeves and a straight cut, paired with a golden yellow sheer dupatta with a scalloped edge trimmed in maroon and delicate embroidery scattered throughout.
"
432,nimisha-anarkali-set-black,Nimisha Anarkali Set,Anarkali Set,This is a black tussar georgette anarkali paired with a salwar. Both finely embroidered with silk threads and zari.,"Dori Embroidery, Zari Work",Munga,Black,Anarkali Set,"The dress is a black, long-sleeved tunic with a V-neckline trimmed with delicate embroidery, the tunic features subtle embroidery details on the shoulders and sleeves, and the sleeves are finished with an embroidered border and small tassels, the tunic has a flared silhouette.
"
433,nimisha-anarkali-set-red,Nimisha Anarkali Set,Anarkali Set,This is a red tussar georgette anarkali paired with a salwar. Both finely embroidered with silk threads and zari.,"Dori Embroidery, Zari Work",Munga,Red,Anarkali Set,"The dress is a red, long-sleeved kurta with a V-neckline, featuring gold embroidery around the neckline, sleeves, and scattered throughout the upper portion, paired with matching red pants that have detailed gold embroidery near the ankles.
"
434,rishima-kaftan-set-mustard,Rishima Kaftan Set,Kaftan Set,A mustard tussar georgette kaftan paired with a trouser. Both embroidered with fine zari aari work.,"Uncategorized, Zari Work",Munga,Yellow,Kaftan Set,"The dress is a mustard yellow kurta with a V-neckline, featuring intricate white and red floral embroidery around the neckline and on the sleeves, the kurta has a relaxed fit with side slits and is paired with matching pants that also have embroidered hems.
"
435,rishima-kaftan-set-wine,Rishima Kaftan Set,Kaftan Set,A wine tussar georgette kaftan paired with a trouser. Both embroidered with fine zari aari work.,"Uncategorized, Zari Work",Munga,Purple,Kaftan Set,"The dress is a maroon-colored, long, flowing kurta with a V-neckline, adorned with intricate gold embroidery around the neck and shoulders, featuring wide, flared sleeves with matching gold embroidery at the cuffs, and a subtle gold trim along the hemline.
"
436,tejal-co-ordinate-set-green,Tejal Co-Ordinate Set,Co-Ordinate Set,A green silk co-ordinate set comprising of a shirt and a trouser. Both embroidered with fine zari aari work.,"Uncategorized, Zari Work",Silk,Green,Co-ordinate Set,"The dress is a two-piece set in a deep green color, featuring a button-down shirt with a collar and three-quarter sleeves, both adorned with intricate gold-colored floral embroidery along the collar and sleeve edges, paired with matching straight-leg pants that also have similar gold-colored floral embroidery scattered near the hems.
"
437,tejal-co-ordinate-set-blue,Tejal Co-Ordinate Set,Co-Ordinate Set,A blue silk co-ordinate set comprising of a shirt and a trouser. Both embroidered with fine zari aari work.,"Uncategorized, Zari Work",Silk,Blue,Co-ordinate Set,"The dress is a two-piece set in a dark blue color, featuring a long-sleeved top with a collared neckline and button-down front, adorned with intricate gold embroidery on the collar and sleeve cuffs, paired with matching pants that also have gold floral embroidery scattered on the legs.
"
438,omysha-co-ordinate-set-black,Omysha Co-Ordinate Set,Co-Ordinate Set,A black silk co-ordinate set comprising of a short kurta and a trouser. Both embroidered with fine zari aari work.,"Uncategorized, Zari Work",Silk,Black,Co-ordinate Set,"The dress is a black kurta and pants set featuring a V-neckline with decorative trim, vertical white piping on the kurta, three-quarter sleeves with embroidered cuffs, a hemline with leaf-like embroidery, and straight-leg pants adorned with floral embroidery.
"
439,omysha-co-ordinate-set-red,Omysha Co-Ordinate Set,Co-Ordinate Set,A red silk co-ordinate set comprising of a short kurta and a trouser. Both embroidered with fine zari aari work.,Zari Work,Silk,Red,Co-ordinate Set,"The dress is a red two-piece suit consisting of a tunic and pants, featuring a V-neckline with gold trim, vertical gold stripes on the tunic, gold floral embroidery on the sleeves and pants, and gold scalloped trim along the hem of the tunic and the cuffs of the pants.
"
440,isha-kurta-set-black,Isha Kurta Set,Kurta Set,This is a black raw silk short kurta with a pair of straight pants and an inetresting dupatta. All finely embroidered with silk threads and zari.,"Zari Work, Thread Embroidery",Raw Silk,Black,Kurta Set,"The dress is a black three-piece suit featuring a straight-cut kurta with a round neckline, long sleeves with embroidered cuffs, and decorative embroidery on the front, paired with straight-leg pants also adorned with embroidery at the hems, and a sheer dupatta with embroidered details and a colorful border.
"
